,level_0,COUNTY,YEAR,STATEABBR,STATEID,REGION,JUVF,JUVM,BLACK,BLACKM,BLACKF,HISP,HISPM,HISPF,WHITE,WHITEM,WHITEF,ASIAN,ASIANM,ASIANF,AIAN,AIANM,AIANF,NHOPI,NHPIM,NHPIF,OTHERRACE,ADDRACEM,ADDRACEF,TWORACE,TWORACEM,TWORACEF,RACEDK,UNKRACEM,UNKRACEF,NONCITZ,CUSCTZNM,CUSCTZNF,ADMIS,ADTOTM,ADTOTF,CONFPOP,CUSTOTM,CUSTOTF,RELEASE,RELEASEF,RELEASEM,CONV,CUSUNSM,CUSUNSF,RTIID,CITY,ZIP,CNTYCODE,FELONY,MISD,UNCONV,WEEKN,STATE,CODE,CountyState,Year,StateCode,CountyID,WhiteMales,WhiteFemales,AggrWhites,FreeColoredMales,FreeColoredFemales,AggrColored,MaleSlaves,FemaleSlaves,AggrSlaves,OneSlave,TwoSlaves,ThreeSlaves,FourSlaves,FiveSlaves,SixSlaves,SevenSlaves,EigthSlaves,NineSlaves,TenFourSlaves,FifteenNineSlaves,TwentyNineSlaves,ThirtyNineSlaves,FortyNineSlaves,FiftySixNineSlaves,SeventyNineSlaves,OneHundSlaves,TwoHundSlaves,ThreeHundSlaves,OneThouSlaves,GreaterSlaves,TotalSlaveholders,TotalSlaves,Families,TotalFree
667,ESSEX,,2015,NJ,31,NA,0,0,998.0,NA,NA,763.0,NA,NA,342.0,NA,NA,43.0,NA,NA,10.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,19.0,NA,NA,780.0,NA,NA,16960.0,NA,NA,2175.0,NA,NA,14349.0,2167,12182,1160.0,NA,NA,10951768,Newark                  ,07105     ,34013,2101.0,74.0,1015,,NEW JERSEY,JAIL,C,860.0,12.0,130.0,47385.0,49735.0,97120.0,787.0,970.0,1757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20483.0,98877.0
668,ESSEX,,2015,NJ,31,NA,0,0,998.0,NA,NA,763.0,NA,NA,342.0,NA,NA,43.0,NA,NA,10.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,19.0,NA,NA,780.0,NA,NA,16960.0,NA,NA,2175.0,NA,NA,14349.0,2167,12182,1160.0,NA,NA,10951768,Newark                  ,07105     ,34013,2101.0,74.0,1015,,NEW JERSEY,JAIL,C,860.0,13.0,310.0,14478.0,13613.0,28091.0,62.0,61.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5240.0,28214.0
669,ESSEX,,2015,NJ,31,NA,0,0,998.0,NA,NA,763.0,NA,NA,342.0,NA,NA,43.0,NA,NA,10.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,19.0,NA,NA,780.0,NA,NA,16960.0,NA,NA,2175.0,NA,NA,14349.0,2167,12182,1160.0,NA,NA,10951768,Newark                  ,07105     ,34013,2101.0,74.0,1015,,NEW JERSEY,JAIL,C,860.0,40.0,570.0,1626.0,1670.0,3296.0,234.0,243.0,477.0,3346.0,3350.0,6696.0,45.0,26.0,26.0,28.0,15.0,17.0,16.0,16.0,15.0,57.0,30.0,48.0,17.0,15.0,15.0,7.0,4.0,0.0,1.0,0.0,0.0,398.0,6696.0,876.0,3773.0
670,ETOWAH,,2015,AL,1,NA,0,2,150.0,NA,NA,80.0,NA,NA,289.0,NA,NA,10.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,52.0,NA,NA,53.0,NA,NA,250.0,NA,NA,6180.0,NA,NA,634.0,NA,NA,6270.0,653,5617,66.0,NA,NA,10956029,Gadsden                 ,35901     ,1055,220.0,165.0,568,,ALABAMA,JAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,FAIRFAX,,2015,VA,47,NA,0,0,406.0,NA,NA,0.0,NA,NA,552.0,NA,NA,40.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,10.0,NA,NA,161.0,NA,NA,18880.0,NA,NA,1008.0,NA,NA,18825.0,3200,15625,680.0,NA,NA,10952740,Fairfax                 ,22030     ,51059,761.0,74.0,328,11.0,VIRGINIA,JAIL,C,860.0,40.0,590.0,4167.0,3879.0,8046.0,354.0,318.0,672.0,1516.0,1600.0,3116.0,151.0,59.0,60.0,38.0,37.0,37.0,19.0,26.0,11.0,51.0,20.0,15.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529.0,3116.0,1625.0,8718.0
672,FALLS,,2015,TX,44,NA,0,0,12.0,NA,NA,2.0,NA,NA,20.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,1.0,NA,NA,940.0,NA,NA,34.0,NA,NA,937.0,239,698,6.0,NA,NA,10958506,Marlin                  ,76661     ,48145,24.0,9.0,28,1.0,TEXAS,JAIL,C,860.0,49.0,1450.0,1050.0,845.0,1895.0,2.0,0.0,2.0,879.0,837.0,1716.0,27.0,11.0,18.0,8.0,11.0,11.0,11.0,6.0,3.0,21.0,5.0,14.0,3.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,158.0,1716.0,310.0,1898.0
673,FANNIN,,2015,TX,44,NA,0,0,115.0,NA,NA,197.0,NA,NA,100.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,8.0,NA,NA,40.0,NA,NA,1642.0,NA,NA,420.0,NA,NA,1642.0,527,1115,20.0,NA,NA,10958344,Bonham                  ,75418     ,48147,350.0,70.0,400,35.0,TEXAS,JAIL,C,860.0,44.0,1110.0,2468.0,2498.0,4966.0,0.0,1.0,1.0,76.0,67.0,143.0,17.0,6.0,5.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,143.0,908.0,4996.0
674,FANNIN,,2015,TX,44,NA,0,0,115.0,NA,NA,197.0,NA,NA,100.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,8.0,NA,NA,40.0,NA,NA,1642.0,NA,NA,420.0,NA,NA,1642.0,527,1115,20.0,NA,NA,10958344,Bonham                  ,75418     ,48147,350.0,70.0,400,35.0,TEXAS,JAIL,C,860.0,49.0,1470.0,4012.0,3484.0,7496.0,0.0,0.0,0.0,834.0,887.0,1721.0,81.0,41.0,41.0,20.0,28.0,14.0,14.0,15.0,7.0,26.0,10.0,4.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,308.0,1721.0,1274.0,7496.0
675,FAUQUIER,,2015,VA,47,NA,0,0,40.0,NA,NA,10.0,NA,NA,40.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,1756.0,NA,NA,90.0,NA,NA,2000.0,500,1500,30.0,NA,NA,10958550,Warrenton               ,20186     ,51061,40.0,50.0,60,10.0,VIRGINIA,JAIL,C,860.0,40.0,610.0,5125.0,5305.0,10430.0,409.0,412.0,821.0,5180.0,5275.0,10455.0,116.0,84.0,66.0,64.0,63.0,71.0,57.0,43.0,43.0,137.0,61.0,71.0,29.0,13.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0,933.0,10455.0,2111.0,11251.0
676,FAYETTE,,2015,AL,1,NA,0,0,17.0,NA,NA,2.0,NA,NA,33.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,738.0,NA,NA,52.0,NA,NA,689.0,195,494,45.0,NA,NA,10956030,Fayette                 ,35555     ,1057,41.0,11.0,7,0.0,ALABAMA,JAIL,C,860.0,14.0,510.0,18907.0,19453.0,38360.0,722.0,827.0,1549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7016.0,39909.0
677,FAYETTE,,2015,AL,1,NA,0,0,17.0,NA,NA,2.0,NA,NA,33.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,738.0,NA,NA,52.0,NA,NA,689.0,195,494,45.0,NA,NA,10956030,Fayette                 ,35555     ,1057,41.0,11.0,7,0.0,ALABAMA,JAIL,C,860.0,21.0,510.0,5842.0,5304.0,11146.0,19.0,24.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,11189.0
678,FAYETTE,,2015,AL,1,NA,0,0,17.0,NA,NA,2.0,NA,NA,33.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,738.0,NA,NA,52.0,NA,NA,689.0,195,494,45.0,NA,NA,10956030,Fayette                 ,35555     ,1057,41.0,11.0,7,0.0,ALABAMA,JAIL,C,860.0,22.0,410.0,5152.0,4986.0,10138.0,40.0,47.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1907.0,10225.0
679,FAYETTE,,2015,AL,1,NA,0,0,17.0,NA,NA,2.0,NA,NA,33.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,738.0,NA,NA,52.0,NA,NA,689.0,195,494,45.0,NA,NA,10956030,Fayette                 ,35555     ,1057,41.0,11.0,7,0.0,ALABAMA,JAIL,C,860.0,24.0,470.0,7920.0,7326.0,15246.0,368.0,321.0,689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2791.0,15935.0
680,FAYETTE,,2015,AL,1,NA,0,0,17.0,NA,NA,2.0,NA,NA,33.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,738.0,NA,NA,52.0,NA,NA,689.0,195,494,45.0,NA,NA,10956030,Fayette                 ,35555     ,1057,41.0,11.0,7,0.0,ALABAMA,JAIL,C,860.0,31.0,650.0,6360.0,5659.0,12019.0,29.0,25.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2216.0,12073.0
681,FAYETTE,,2015,AL,1,NA,0,0,17.0,NA,NA,2.0,NA,NA,33.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,738.0,NA,NA,52.0,NA,NA,689.0,195,494,45.0,NA,NA,10956030,Fayette                 ,35555     ,1057,41.0,11.0,7,0.0,ALABAMA,JAIL,C,860.0,40.0,615.0,2995.0,2721.0,5716.0,4.0,6.0,10.0,133.0,138.0,271.0,19.0,9.0,9.0,5.0,5.0,0.0,1.0,5.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,271.0,1001.0,5726.0
682,FAYETTE,,2015,AL,1,NA,0,0,17.0,NA,NA,2.0,NA,NA,33.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,738.0,NA,NA,52.0,NA,NA,689.0,195,494,45.0,NA,NA,10956030,Fayette                 ,35555     ,1057,41.0,11.0,7,0.0,ALABAMA,JAIL,C,860.0,41.0,570.0,5735.0,5410.0,11145.0,0.0,2.0,2.0,815.0,888.0,1703.0,87.0,49.0,33.0,23.0,21.0,18.0,15.0,18.0,11.0,39.0,9.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,1703.0,2044.0,11147.0
683,FAYETTE,,2015,AL,1,NA,0,0,17.0,NA,NA,2.0,NA,NA,33.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,738.0,NA,NA,52.0,NA,NA,689.0,195,494,45.0,NA,NA,10956030,Fayette                 ,35555     ,1057,41.0,11.0,7,0.0,ALABAMA,JAIL,C,860.0,44.0,1130.0,2560.0,2462.0,5022.0,2.0,4.0,6.0,964.0,1055.0,2019.0,68.0,46.0,25.0,28.0,15.0,7.0,16.0,8.0,8.0,30.0,13.0,16.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,2019.0,913.0,5028.0
684,FAYETTE,,2015,AL,1,NA,0,0,17.0,NA,NA,2.0,NA,NA,33.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,738.0,NA,NA,52.0,NA,NA,689.0,195,494,45.0,NA,NA,10956030,Fayette                 ,35555     ,1057,41.0,11.0,7,0.0,ALABAMA,JAIL,C,860.0,49.0,1490.0,4232.0,3576.0,7808.0,4.0,6.0,10.0,1822.0,1964.0,3786.0,122.0,51.0,40.0,38.0,35.0,29.0,21.0,15.0,17.0,61.0,40.0,19.0,18.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,3786.0,2009.0,7818.0
685,FAYETTE,,2015,AL,1,NA,0,0,17.0,NA,NA,2.0,NA,NA,33.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,738.0,NA,NA,52.0,NA,NA,689.0,195,494,45.0,NA,NA,10956030,Fayette                 ,35555     ,1057,41.0,11.0,7,0.0,ALABAMA,JAIL,C,860.0,51.0,670.0,6097.0,5802.0,11899.0,289.0,396.0,685.0,5194.0,4821.0,10015.0,177.0,121.0,103.0,113.0,73.0,81.0,64.0,57.0,54.0,175.0,84.0,74.0,12.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,10015.0,2501.0,12584.0
686,FAYETTE,,2015,AL,1,NA,0,0,17.0,NA,NA,2.0,NA,NA,33.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,738.0,NA,NA,52.0,NA,NA,689.0,195,494,45.0,NA,NA,10956030,Fayette                 ,35555     ,1057,41.0,11.0,7,0.0,ALABAMA,JAIL,C,860.0,54.0,470.0,4639.0,4187.0,8826.0,12.0,16.0,28.0,7690.0,7783.0,15473.0,99.0,92.0,89.0,69.0,66.0,58.0,52.0,54.0,46.0,176.0,87.0,103.0,53.0,36.0,24.0,13.0,7.0,0.0,0.0,0.0,0.0,1124.0,15473.0,1588.0,8854.0
687,FAYETTE,,2015,IL,14,NA,0,0,10.0,NA,NA,2.0,NA,NA,48.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,1.0,NA,NA,1422.0,NA,NA,60.0,NA,NA,1225.0,400,825,8.0,NA,NA,10956607,Vandalia                ,62471     ,17051,25.0,25.0,52,1.0,ILLINOIS,JAIL,C,860.0,14.0,510.0,18907.0,19453.0,38360.0,722.0,827.0,1549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7016.0,39909.0
688,FAYETTE,,2015,IL,14,NA,0,0,10.0,NA,NA,2.0,NA,NA,48.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,1.0,NA,NA,1422.0,NA,NA,60.0,NA,NA,1225.0,400,825,8.0,NA,NA,10956607,Vandalia                ,62471     ,17051,25.0,25.0,52,1.0,ILLINOIS,JAIL,C,860.0,21.0,510.0,5842.0,5304.0,11146.0,19.0,24.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,11189.0
689,FAYETTE,,2015,IL,14,NA,0,0,10.0,NA,NA,2.0,NA,NA,48.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,1.0,NA,NA,1422.0,NA,NA,60.0,NA,NA,1225.0,400,825,8.0,NA,NA,10956607,Vandalia                ,62471     ,17051,25.0,25.0,52,1.0,ILLINOIS,JAIL,C,860.0,22.0,410.0,5152.0,4986.0,10138.0,40.0,47.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1907.0,10225.0
690,FAYETTE,,2015,IL,14,NA,0,0,10.0,NA,NA,2.0,NA,NA,48.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,1.0,NA,NA,1422.0,NA,NA,60.0,NA,NA,1225.0,400,825,8.0,NA,NA,10956607,Vandalia                ,62471     ,17051,25.0,25.0,52,1.0,ILLINOIS,JAIL,C,860.0,24.0,470.0,7920.0,7326.0,15246.0,368.0,321.0,689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2791.0,15935.0
691,FAYETTE,,2015,IL,14,NA,0,0,10.0,NA,NA,2.0,NA,NA,48.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,1.0,NA,NA,1422.0,NA,NA,60.0,NA,NA,1225.0,400,825,8.0,NA,NA,10956607,Vandalia                ,62471     ,17051,25.0,25.0,52,1.0,ILLINOIS,JAIL,C,860.0,31.0,650.0,6360.0,5659.0,12019.0,29.0,25.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2216.0,12073.0
692,FAYETTE,,2015,IL,14,NA,0,0,10.0,NA,NA,2.0,NA,NA,48.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,1.0,NA,NA,1422.0,NA,NA,60.0,NA,NA,1225.0,400,825,8.0,NA,NA,10956607,Vandalia                ,62471     ,17051,25.0,25.0,52,1.0,ILLINOIS,JAIL,C,860.0,40.0,615.0,2995.0,2721.0,5716.0,4.0,6.0,10.0,133.0,138.0,271.0,19.0,9.0,9.0,5.0,5.0,0.0,1.0,5.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,271.0,1001.0,5726.0
693,FAYETTE,,2015,IL,14,NA,0,0,10.0,NA,NA,2.0,NA,NA,48.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,1.0,NA,NA,1422.0,NA,NA,60.0,NA,NA,1225.0,400,825,8.0,NA,NA,10956607,Vandalia                ,62471     ,17051,25.0,25.0,52,1.0,ILLINOIS,JAIL,C,860.0,41.0,570.0,5735.0,5410.0,11145.0,0.0,2.0,2.0,815.0,888.0,1703.0,87.0,49.0,33.0,23.0,21.0,18.0,15.0,18.0,11.0,39.0,9.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0,1703.0,2044.0,11147.0
694,FAYETTE,,2015,IL,14,NA,0,0,10.0,NA,NA,2.0,NA,NA,48.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,1.0,NA,NA,1422.0,NA,NA,60.0,NA,NA,1225.0,400,825,8.0,NA,NA,10956607,Vandalia                ,62471     ,17051,25.0,25.0,52,1.0,ILLINOIS,JAIL,C,860.0,44.0,1130.0,2560.0,2462.0,5022.0,2.0,4.0,6.0,964.0,1055.0,2019.0,68.0,46.0,25.0,28.0,15.0,7.0,16.0,8.0,8.0,30.0,13.0,16.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,2019.0,913.0,5028.0
695,FAYETTE,,2015,IL,14,NA,0,0,10.0,NA,NA,2.0,NA,NA,48.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,1.0,NA,NA,1422.0,NA,NA,60.0,NA,NA,1225.0,400,825,8.0,NA,NA,10956607,Vandalia                ,62471     ,17051,25.0,25.0,52,1.0,ILLINOIS,JAIL,C,860.0,49.0,1490.0,4232.0,3576.0,7808.0,4.0,6.0,10.0,1822.0,1964.0,3786.0,122.0,51.0,40.0,38.0,35.0,29.0,21.0,15.0,17.0,61.0,40.0,19.0,18.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,514.0,3786.0,2009.0,7818.0
696,FAYETTE,,2015,IL,14,NA,0,0,10.0,NA,NA,2.0,NA,NA,48.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,1.0,NA,NA,1422.0,NA,NA,60.0,NA,NA,1225.0,400,825,8.0,NA,NA,10956607,Vandalia                ,62471     ,17051,25.0,25.0,52,1.0,ILLINOIS,JAIL,C,860.0,51.0,670.0,6097.0,5802.0,11899.0,289.0,396.0,685.0,5194.0,4821.0,10015.0,177.0,121.0,103.0,113.0,73.0,81.0,64.0,57.0,54.0,175.0,84.0,74.0,12.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,10015.0,2501.0,12584.0
697,FAYETTE,,2015,IL,14,NA,0,0,10.0,NA,NA,2.0,NA,NA,48.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,1.0,NA,NA,1422.0,NA,NA,60.0,NA,NA,1225.0,400,825,8.0,NA,NA,10956607,Vandalia                ,62471     ,17051,25.0,25.0,52,1.0,ILLINOIS,JAIL,C,860.0,54.0,470.0,4639.0,4187.0,8826.0,12.0,16.0,28.0,7690.0,7783.0,15473.0,99.0,92.0,89.0,69.0,66.0,58.0,52.0,54.0,46.0,176.0,87.0,103.0,53.0,36.0,24.0,13.0,7.0,0.0,0.0,0.0,0.0,1124.0,15473.0,1588.0,8854.0
698,FAYETTE,,2015,TN,43,NA,0,0,75.0,NA,NA,0.0,NA,NA,59.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,2260.0,NA,NA,134.0,NA,NA,2256.0,541,1715,55.0,NA,NA,10958210,Somerville              ,38068     ,47047,103.0,29.0,79,1.0,TENNESSEE,JAIL,C,860.0,14.0,510.0,18907.0,19453.0,38360.0,722.0,827.0,1549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7016.0,39909.0
699,FAYETTE,,2015,TN,43,NA,0,0,75.0,NA,NA,0.0,NA,NA,59.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,2260.0,NA,NA,134.0,NA,NA,2256.0,541,1715,55.0,NA,NA,10958210,Somerville              ,38068     ,47047,103.0,29.0,79,1.0,TENNESSEE,JAIL,C,860.0,21.0,510.0,5842.0,5304.0,11146.0,19.0,24.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2014.0,11189.0
700,FAYETTE,,2015,TN,43,NA,0,0,75.0,NA,NA,0.0,NA,NA,59.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,2260.0,NA,NA,134.0,NA,NA,2256.0,541,1715,55.0,NA,NA,10958210,Somerville              ,38068     ,47047,103.0,29.0,79,1.0,TENNESSEE,JAIL,C,860.0,22.0,410.0,5152.0,4986.0,10138.0,40.0,47.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1907.0,10225.0
701,FAYETTE,,2015,TN,43,NA,0,0,75.0,NA,NA,0.0,NA,NA,59.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,2260.0,NA,NA,134.0,NA,NA,2256.0,541,1715,55.0,NA,NA,10958210,Somerville              ,38068     ,47047,103.0,29.0,79,1.0,TENNESSEE,JAIL,C,860.0,24.0,470.0,7920.0,7326.0,15246.0,368.0,321.0,689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2791.0,15935.0
702,FAYETTE,,2015,TN,43,NA,0,0,75.0,NA,NA,0.0,NA,NA,59.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,0.0,NA,NA,2260.0,NA,NA,134.0,NA,NA,2256.0,541,1715,55.0,NA,NA,10958210,Somerville              ,38068     ,47047,103.0,29.0,79,1.0,TENNESSEE,JAIL,C,860.0,31.0,650.0,6360.0,5659.0,12019.0,29.0,25.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2216.0,12073.0
